cACCx,cACCy,cACCz,cECG,cEMG,cEDA,cTemp,cResp,wACCx,wACCy,wACCz,wBVP,wEDA,wTEMP,label
0.8969817120688303,-0.07401485885892596,-0.20672571522848945,0.03426871163504464,-0.0027107456752232142,12.98203604561942,34.20675277709961,1.1924525669642858,50.125,-14.0,34.875,22.145,6.156929,33.09,1
0.8951108625956944,-0.07553485700062343,-0.20918857165745328,0.0236224365234375,-0.0035854666573660716,12.987603323800224,34.20254898071289,2.5677054268973216,50.25,-14.0,35.0,5.846875,6.146695,33.11,1
0.8956960010528564,-0.07478057112012591,-0.21226628644125803,-0.009102957589285714,-0.0026691545758928572,12.972139630998884,34.205081939697266,2.9452601841517856,50.125,-14.0,34.875,-10.760625000000001,6.122389,33.11,1
0.8987954269136701,-0.07454971517835345,-0.19817942789622717,0.011179635184151786,-0.002502005440848214,12.978044782366071,34.2059211730957,2.3379080636160716,50.25,-14.0,35.0,18.041875,6.080174,33.11,1
0.8993417160851614,-0.07733371598379953,-0.19906628472464424,0.044770856584821425,-0.0029568917410714287,12.980819702148438,34.20684051513672,1.6859392438616072,50.25,-14.0,34.875,15.785625,6.084012,33.11,1
0.8995931461879185,-0.07941600152424404,-0.1950137141772679,-0.025462123325892858,-0.0028415352957589287,12.967062813895089,34.20640563964844,1.18865966796875,50.5,-14.0,35.0,-6.6899999999999995,6.077615,33.11,1
0.8995668547494071,-0.07801600013460432,-0.18950057200023107,-0.012303118024553571,-0.0026767403738839285,12.974046979631696,34.20938491821289,0.8531232561383929,50.25,-14.0,34.75,-4.195625000000001,6.066102,33.11,1
0.9001302834919521,-0.08057599987302508,-0.18628114359719414,0.04253043038504464,-0.0028540910993303573,12.976248604910714,34.2077751159668,0.6613507952008929,50.5,-14.0,35.0,5.995625,6.054589,33.11,1
0.9009565659931728,-0.07329828602927072,-0.16802399907793317,-0.014094412667410714,-0.0027439662388392856,12.964769635881696,34.20631790161133,0.32046072823660715,50.25,-14.0,35.0,-5.9956249999999995,6.030283,33.11,1
0.9092297152110509,-0.07903885739190238,-0.1325862853867667,-0.017938058035714285,-0.0025446428571428573,12.973992483956474,34.20968246459961,0.12154715401785714,50.125,-14.375,34.875,-11.517499999999998,6.076336,33.09,1
0.9179051474162511,-0.06860457215990338,-0.11170285565512521,0.00526611328125,-0.003849923270089286,12.976235525948661,34.20850372314453,-0.33786446707589285,50.125,-15.125,34.5,8.310625,6.072498,33.09,1
0.9143954317910331,-0.04697943040302822,-0.10116800103868757,-0.034765712193080354,-0.002954014369419643,12.964915684291295,34.21208190917969,-1.2684238978794642,50.375,-15.625,33.875,-2.854375,6.05203,33.09,1
0.9242445693697248,-0.0355851445879255,-0.09590742894581386,0.026328473772321427,-0.0023000662667410714,12.972765241350446,34.211456298828125,-1.6351056780133928,51.625,-16.875,32.0,-10.013125,6.045634,33.09,1
0.9113325677599226,-0.06611200094223023,-0.10510514157158987,-0.011180943080357143,-0.003150460379464286,12.969122750418526,34.20954895019531,-1.1390468052455358,52.5,-17.75,29.75,9.29,5.985509,33.09,1
0.8925348581586565,-0.0877920000893729,-0.1097771440233503,0.09121451241629465,-0.0028988211495535716,12.954626900809151,34.214630126953125,-1.45751953125,52.625,-19.375,28.375,0.24499999999999988,5.957366,33.09,1
0.9130639975411551,-0.13167542627879553,-0.12269942964826311,-0.06229901994977679,-0.0032417515345982144,12.965133666992188,34.21063232421875,-3.04803466796875,53.375,-18.875,28.375,1.63875,5.912592,33.09,1
