# OpenSignals Text File Format
# {"00:07:80:D8:AB:58": {"sensor": ["ECG", "EDA", "EMG", "TEMP", "XYZ", "XYZ", "XYZ", "RESPIRATION"], "device name": "RespiBan", "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4", "CH5", "CH6", "CH7", "CH8"], "sync interval": 2, "time": "13:30:1.0", "comments": "", "device connection": "BTH00:07:80:D8:AB:58", "channels": [1, 2, 3, 4, 5, 6, 7, 8], "date": "2017-7-6", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 700, "label": ["CH1", "CH2", "CH3", "CH4", "CH5", "CH6", "CH7", "CH8"], "resolution": [16, 16, 16, 16, 16, 16, 16, 16], "special": [{}, {}, {}, {}, {}, {}, {}, {}]}}
# EndOfHeader
0	0	29861	33293	32860	26533	37555	32772	32459	35406	
1	0	30655	33295	32663	26583	37549	32783	32458	35406	
2	0	32090	33287	32705	26549	37551	32783	32461	35415	
3	0	34505	33268	32677	26541	37551	32796	32457	35415	
4	0	37628	33249	32847	26585	37538	32797	32453	35441	
5	0	41445	33231	32605	26541	37540	32801	32454	35449	
6	0	46117	33217	32655	26549	37535	32788	32453	35459	
7	0	51071	33193	32753	26541	37541	32785	32452	35437	
8	0	55921	33199	32975	26533	37540	32788	32465	35447	
9	0	60580	33193	32885	26533	37522	32796	32461	35451	
10	0	63331	33193	32749	26551	37530	32788	32439	35455	
11	0	64477	33211	33012	26596	37535	32794	32437	35484	
12	0	64893	33212	33191	26570	37545	32783	32453	35484	
13	0	64985	33230	32792	26538	37545	32785	32457	35477	
14	0	64948	33219	32525	26541	37543	32786	32450	35485	
15	0	64855	33217	32407	26549	37547	32782	32458	35485	
16	0	64740	33245	32212	26541	37535	32780	32450	35489	
17	0	64594	33227	32183	26538	37536	32777	32431	35493	
18	0	64452	33247	32209	26543	37538	32773	32425	35495	
19	0	64319	33221	32001	26543	37531	32773	32421	35503	
20	0	62319	33237	32077	26549	37529	32767	32426	35508	
21	0	55820	33249	31987	26532	37519	32782	32423	35517	
22	0	50010	33268	32038	26566	37517	32798	32423	35517	
23	0	45057	33279	32113	26549	37517	32781	32423	35522	
24	0	41009	33291	32633	26543	37513	32783	32421	35517	
25	0	37615	33309	32802	26551	37511	32783	32425	35541	
26	0	34658	33327	32793	26537	37525	32783	32402	35525	
27	0	31994	33335	32793	26543	37529	32783	32404	35537	
28	0	29365	33349	32799	26532	37531	32783	32387	35569	
29	0	26852	33356	32868	26585	37541	32794	32357	35579	
30	0	24342	33373	32865	26535	37531	32785	32351	35587	
31	0	22125	33373	32923	26541	37535	32788	32370	35567	
32	0	20303	33331	32924	26557	37547	32791	32357	35573	
33	0	18815	33388	32748	26551	37555	32797	32359	35583	
34	0	17891	33385	33036	26559	37563	32801	32353	35572	
35	0	17557	33387	33067	26549	37572	32805	32341	35587	
36	0	17545	33387	33044	26540	37569	32801	32349	35581	
37	0	17881	33317	33049	26595	37572	32797	32369	35605	
38	0	18407	33380	32932	26548	37583	32791	32367	35583	
39	0	18993	33373	32858	26556	37579	32788	32377	35622	
40	0	19634	33377	32813	26553	37580	32799	32394	35621	
41	0	20551	33357	32741	26532	37568	32793	32416	35619	
42	0	21535	33368	32709	26541	37575	32788	32417	35629	
43	0	22266	33361	32533	26535	37575	32783	32439	35623	
44	0	22783	33357	32876	26583	37572	32789	32457	35627	
45	0	23301	33348	32804	26581	37573	32773	32445	35631	
46	0	23835	33356	32746	26581	37569	32775	32453	35637	
47	0	24357	33353	32597	26575	37569	32785	32452	35639	
48	0	24908	33346	32769	26575	37580	32779	32453	35645	
49	0	25479	33345	32762	26579	37561	32783	32431	35652	
50	0	26115	33341	32649	26542	37565	32775	32417	35657	
51	0	26689	33335	32852	26553	37559	32779	32425	35661	
52	0	27213	33305	32879	26540	37565	32777	32465	35684	
53	0	27679	33332	32739	26535	37591	32777	32519	35685	
54	0	28053	33332	32731	26541	37597	32777	32548	35678	
55	0	28273	33327	32617	26541	37597	32785	32581	35695	
56	0	28393	33295	32635	26533	37605	32791	32612	35690	
57	0	28509	33327	32613	26549	37604	32805	32633	35701	
58	0	28612	33319	32813	26561	37605	32793	32647	35716	
59	0	28735	33320	32723	26577	37588	32791	32663	35717	
60	0	28836	33323	32689	26570	37597	32795	32663	35725	
61	0	28921	33322	32713	26543	37588	32783	32651	35734	
62	0	29039	33318	32623	26541	37589	32768	32625	35724	
63	0	29157	33321	32649	26545	37571	32771	32585	35735	
64	0	29268	33319	32475	26548	37577	32770	32555	35737	
65	0	29379	33317	32605	26549	37565	32775	32503	35740	
66	0	29469	33317	32655	26549	37557	32767	32481	35745	
67	0	29507	33297	32769	26540	37545	32765	32439	35725	
68	0	29553	33317	32639	26535	37543	32758	32409	35737	
69	0	29599	33313	32581	26541	37558	32751	32379	35740	
70	0	29697	33313	32594	26572	37549	32762	32316	35749	
71	0	29788	33317	32667	26577	37534	32769	32318	35771	
72	0	29849	33311	32714	26572	37540	32776	32311	35775	
73	0	29933	33311	32830	26540	37527	32789	32309	35781	
74	0	30028	33281	32735	26553	37524	32797	32311	35783	
